,client_name,project_name,Category,bid_classification,bid_type,bid_ID,awarded_date,awarded_year,company_name
5021,Peel Region,"Supply, Delivery, Installation And Maintenance Of Biomedical Containers And Disposal Of Biomedical Waste",,Goods,DN,2021-134N,30-Jan,2021,ECS Cares Incorporated
5022,Peel Region,"Supply, Delivery, Installation And Maintenance Of Biomedical Containers And Disposal Of Biomedical Waste",,Services,RFT,2019-420T,03-Jul,2019,Daniels Sharpsmart Canada Ltd.    ECS Cares Incorporated
5023,Peel Region,"Supply, Delivery, Preventative Maintenance And Repair Services For A Compost Windrow Turner",,Goods,RFT,2020-175T,09-Mar,2020,Ecoverse Industries     Vermeer Canada Inc.York Region Equipment Centre
5024,Peel Region,"Supply, Delivery, Support And On-Going Maintenance For The Implementation Of Digital Waste Collection Calendar Notification Solution",,Services,RFP,2019-132P,10-Apr,2019,2629971 Ontario Inc.Konverge Digital Solutions   Municipal Media Inc.   Municipal Media Inc.    Munvo Solutions Inc   ReCollect Systems Inc        TouchLogic
5025,Peel Region,"Supply, Installation And Maintenance Of Fast Acting Overhead Doors At The Peel Integrated Waste Management Facility",,Construction,RFT,2020-303T,31-Aug,2020,Canadoor Door Systems Inc.Lenworth Building Services Ltd.
5026,Peel Region,"Supply, Installation And Repair Of Fencing & Gates For Public Works, Facility Services",,Services,RFQ,2019-721Q,25-Feb,2020,Androus GC Inc.Anthony Furlano Construction Inc.      atlas.fence@bellnet.ca  Neptune Security Services Inc          Roma Fence Ltd  Tops Contracting Services Inc.
5027,Peel Region,"Supply, Installation And Support For Print And Copy Centre Copiers",,Goods,RFP,2018-107P,02-Aug,2018,Konica Minolta Business Solutions (Canada) Ltd                 Xerox Canada               Ricoh Canada Inc.
5028,Peel Region,Technical Services For The Management Of The Regional Municipality Of Peel'S Closed Landfills,,Services,RFP,2019-180P,05-Jul,2019,GHD Limited   Malroz Engineering Inc.            RWDISLR Consulting (Canada) Ltd.   Stantec Consulting Ltd.Watermark Environmental Ltd.       WSP Canada Inc.
5029,Peel Region,Temporary Staff Coverage For General Building Services At Peel Living Residential Properties,,Services,RFT,2018-098T,11-May,2018,Universal Cleaning and Painting Ltd    SQM JANITORIAL SERVICES INC.
5030,Peel Region,The Development Of Functional And Technical Requirements For The Supply And Implementation Of An Enterprise Asset Management Technology Solution For The Regional Municipality  Of Peel,,Services,RFP,2019-648P,10-Dec,2019,eGovsolutionsGartner Canada  GHD Limited Green PI Inc
5031,Peel Region,Towing Services For Peel Regional Police,,Services,RFT,2018-618T,30-Nov,2018,389259 ONTARIO LIMITED     Abrams Towing      J.A. Towing Lyon's Auto Body Ltd. TOLFA AUTO WORK LTD.
5032,Peel Region,Towing Services On An As Required Basis Within The Regional Municipality Of Peel,,Services,RFT,2018-544T,23-Oct,2018,Abrams Towing     J.A. TowingLyon's Auto Body Ltd.
5033,Peel Region,"Traffic Management Services For Public Works, In The Region Of Peel",,Services,RFT,2020-240T,24-Feb,2021,Aceis Group Ltd.     Almon Equipment.Ltd.Direct Traffic Management Inc.  Municipal Traffic Services     On Track Safety Ltd.
5034,Peel Region,Traffic Signal And Streetlighting Installations,,Services,RFT,2019-051T,18-Sep,2019,Beacon Utility Contractors Limited     Black & McDonald Limited    E.C. Power & Lighting Ltd.      Guild Electric Limited
5035,Peel Region,Trailer Mounted Diesel Driven Air Compressor For Fleet Services,,Goods,RFQ,2020-178Q,01-May,2020,"BATTLEFIELD EQUIPMENT RENTALS  Comairco Equipment Limited    Cooper Pump SolutionsUnited Rental of Canada, Inc."
5036,Peel Region,Transportation And Processing Of Mid-Sized Compost Screenings,,Services,RFT,2018-598T,01-Nov,2018,PLANETEARTHRECYCLING.CASusGlobal Energy Belleville LtdWalker Environmental Group Inc.
5037,Peel Region,Transportation Services For Long Term Care Residents Receiving Dialysis,,Services,RFT,2018-381T,20-Sep,2018,Spectrum Health CareTotal Care Transport Services Inc. Voyageur Transportation Services
5038,Peel Region,Tree Planting Services Within The Regional Municipality Of Peel,,Services,RFT,2019-154T,24-May,2019,Gobro con IncKingsvalley Landscape Contractors Inc.             Lomco Limited   M & S Architectural Concrete Ltd.        Pine Valley Corporation
5039,Peel Region,"Trenchless Spot Repairs And Sealing Of Sanitary Sewers And Laterals At Various Locations, Region Of Peel, Project 18-2300 ‘G’",,Construction,RFT,2018-267T,23-May,2018,Wessuc Inc.    Nieltech Services Ltd.  Capital Sewer Services Inc.   PipeFlo Contracting CorpD.M. ROBICHAUD ASSOCIATES LTD.
5040,Peel Region,"Trenchless Spot Repairs And Sealing Of Sanitary Sewers And Laterals At Various Locations, Region Of Peel, Project 19-2300D",,Construction,RFT,2019-295T,25-Jul,2019,Aqua Tech Solutions IncCapital Sewer Services Inc.   Nieltech Services Ltd.  2414002 Ontario Limited  PipeFlo Contracting Corp        Wessuc Inc.
5041,Peel Region,"Trenchless Spot Repairs And Sealing Of Storm Sewers, Sanitary Sewers And Laterals At Various Locations Throughout The Region Of Peel, Project No. 20-2300E",,Construction,RFT,2020-104T,22-May,2020,2414002 Ontario Limited  Aqua Tech Solutions IncCapital Sewer Services Inc. Clearwater Structures Inc.   Nieltech Services Ltd.  PipeFlo Contracting Corp  Sewer Technologies Inc.        Wessuc Inc.
5042,Peel Region,"Tub And Shower Rooms Floor Replacement At Vera M. Davis Long Term Care Facility, Bolton, Project 19110",,Construction,RFQ,2020-625Q,19-Oct,2020,NaN
5043,Peel Region,"Turn-Key Design And Construction Services For The Replacement Of An Indoor Gun Range System At 180 Derry Rd E, Mississauga, For Peel Regional Police",,Services,RFP,2019-670P,22-Jan,2020,Action Target Inc.LORADAY ENVIRONMENTAL PRODUCTS
5044,Peel Region,"Underground Parking Garage Repairs At Erindale Terrace And Meadows, City Of Mississauga, Project 19419",,Construction,RFT,2019-517T,20-Sep,2019,Brook Restoration Ltd.     Complete Concrete Restoration Ltd.       DELBRIDGE CONTRACTING LIMITED           Limen Group Const. LtdSST Group Of Construction Companies Limited        Structural Contracting Ltd.          The Restorers Group Inc.           Trinity Services Ltd.
5045,Peel Region,"Underground Parking Garage Repairs At Weaver'S Hill, City Of Mississauga, Project 19403",,Construction,RFT,2019-474T,10-Nov,2019,Brook Restoration Ltd.     Complete Concrete Restoration Ltd.SST Group Of Construction Companies Limited        Structural Contracting Ltd.           Trinity Services Ltd.
5046,Peel Region,"Underground Parking Garage Repairs At Westminster Place, City Of Mississauga, Project 19426",,Construction,RFT,2019-729T,09-Mar,2020,Brook Restoration Ltd.       DELBRIDGE CONTRACTING LIMITEDSST Group Of Construction Companies Limited        Structural Contracting Ltd.           Trinity Services Ltd.
5047,Peel Region,"Underground Parking Garage Stairs And Ramp Restoration At Derrybrae Place And Lakeside  Court, City Of Mississauga, Project 19Pl47",,Construction,RFT,2019-607T,18-Oct,2019,2SC Contracting Inc.   Adems RestorationBrook Restoration Ltd.   Pop's Restoration Tower Restoration Ltd
5048,Peel Region,"Underground Parking Garage, Stairs And Walls Repairs, City Of Mississauga And City Of Brampton, Project 20502",,Construction,RFT,2020-680T,16-Oct,2020,8995079 Canada Inc.      Aplus General Contractors Corp.           Brook Restoration Ltd.          Maple Leafs Construction         Martinway Contracting Ltd.      Sibwest Building Restoration Inc             South Central Inc.SST Group Of Construction Companies Limited           Trinity Services Ltd.                 ZGemi Inc
5049,Peel Region,Uninterrupted Power Supply (Ups) Battery Replacement 180 Derry Rd East And 25 Wilkinson Rd For Peel Regional Police,,Services,RFT,2018-271T,30-Apr,2018,Encompass Power Solutions Corp       Supply Point Inc.
5050,Peel Region,"Upgrades To Access Control Systems At Various Wastewater Pumping Stations, Project 17-1809",,Services,RFT,2018-623T,11-Mar,2019,Cobra Integrated SystemsJohnson Controls Canada LP     OHM Security Ltd.
5051,Peel Region,"Value Engineering Services For The West Brampton Watermain, Project 14-1256",,Services,RFP,2018-333P,05-Jun,2018,GHD LimitedAssociated Engineering (Ont.) Ltd.        BT Engineering Inc.         AECOM Canada Ltd.
5052,Peel Region,"Vinyl Flooring Supply, Repair And/Or Replacement Services  At Peel Living Residential Properties",,Construction,RFT,2020-047T,17-Dec,2020,NaN
5053,Peel Region,Voice And Data Cabling Services For Various Region Of Peel Facilities,,Services,RFT,2020-147T,05-Feb,2021,3sab networks ltd             Bell Canada       Cable Ready Systems Ltd.            COMsolve Inc.     Confra Global Solutions Inc.    CONNEX TELECOMMUNICATIONS INC.          DTS Technical Inc.            Idea NetworksMarcomm Integrated Business Solutions      Paladin Technologies Inc.          Riowell Alarm Inc      TBD Telecom By Design Inc.  Trinity Communication Services Ltd      Wallwin Integrated Systems
5054,Peel Region,Waste And Recycling Haulage From Regional Municipality Of Peel Operational Facilities,,Services,RFT,2018-255T,06-Jun,2018,Waste Connections of Canada        GFL Environmental Inc.       Miller Waste Systems Inc.        M.R. WASTE DISPOSAL INC      Tuff Recycling & Supply Inc    Sustainable Waste Services Inc.     Triple Waste Management Ltd.Waste Management of Canada Corporation
5055,Peel Region,"Waste Collection And Composition Audits On Residential Garbage, Recyclable And Organic Material Within The Regional Municipality Of Peel",,Services,RFP,2018-018P,29-Mar,2018,PragmaTech Ltd    WSP Canada Inc.    AET Group Inc.Tetra Tech Canada Inc.
5056,Peel Region,Waste Education Workshop Delivery For The Region Of Peel,,Services,RFP,2019-712P,27-Feb,2020,Busch Systems International Inc.            Ecosource
5057,Peel Region,"Wastewater Bylaw, Wastewater Program Cost Assessment And Recoveries Review",,Services,RFP,2019-087P,19-Feb,2019,CH2M Hill Canada LimitedManaged Intelligent Infrastructure Inc.
5058,Peel Region,Wastewater Operations Emergency Response Plan,,Services,RFP,2019-444P,26-Sep,2019,Calian LtdManaged Intelligent Infrastructure Inc.            WSP Canada Inc.
5059,Peel Region,Wastewater Sewage Pumping Stations Wet Well Cleaning And Vortex Chamber Cleaning For Wastewater Collection Linear System,,Services,RFT,2020-247T,17-Jul,2020,Accuworx Inc.  Aqua Fast Flush LtdSewer Technologies Inc.      Wessuc Inc.
5060,Peel Region,Water & Wastewater Information Management Assessment And Roadmap Development,Consulting - Water Wastwater,Services,RFP,2020-292P,22-Jul,2020,Brock Solutions Inc.     Eclipsys Solutions       EMA Canada Inc.       Gartner Canada         GHD Limited          KPMG LLPPecunia House Consulting Inc PricewaterhouseCoopers LLP
5061,Peel Region,Water And Wastewater Emergency Excavation And Repairs On An As Required Basis,,Services,RFT,2020-561T,25-Jan,2021,614128 Ontario Ltd o/a Trisan Construction         Alwahesh Contracting Inc.    Four Seasons Site Development Ltd.          Pacific Paving Limited.       Rafat General Contractor Inc.    Sierra Excavating Enterprises Inc.      Utility Force Construction Inc.              Vics Group Inc
5062,Peel Region,Water Efficiency Strategy For The Region Of Peel,,Services,RFP,2019-213P,15-Aug,2019,C3 Water Inc.            Gauley Associates Ltd.Synchronicity Projects Inc. o/a Finn Projects
5063,Peel Region,"Water Meter Reading Services For Public Works, Meter Operations",,Services,RFT,2018-748T,19-Dec,2018,M.E.T. Utilities Management Ltd.          Olameter Inc.
5064,Peel Region,Water Meter Reading Services For The Regional Municipality Of Peel,,Services,RFT,2019-797T,13-Jan,2020,02664406 Ontario Corp     Isoplex Inc    Olameter Inc.
5065,Peel Region,"Watermain And Sanitary Replacements On Hilldale Crescent, City Of Brampton",,Construction,RFT,2018-668T,27-Nov,2018,1942537 ONTARIO LTD.     D.L.S. Enterprise Inc.  DIG-CON INTERNATIONAL LIMITED     DIRECT Underground Inc. GROUND BREAKERS CONTRACTING LTD  Lancorp Construction Co Ltd.London Excavators & Trucking Ltd      MGI Construction Corp  Pachino Construction Co. Ltd.Robert B. Somerville Co. Limited    Rockwell Site Works Inc.    Rymall Construction Inc.   Sam Rabito Construction Ltd
5066,Peel Region,"Watermain And Sanitary Sewer Replacement On Various Streets, City Of Brampton, Projects 19-1340E And 19-2300A",,Construction,RFT,2019-073T,19-Sep,2019,614128 Ontario Ltd o/a Trisan Construction           CRCE Construction Ltd       DIG-CON INTERNATIONAL LIMITED         Drainstar Contracting Ltd       Lancorp Construction Co Ltd.     London Excavators & Trucking Ltd         Rymall Construction Inc.        Sam Rabito Construction Ltd
5067,Peel Region,"Watermain And Sanitary Sewer Replacements In Streetsville, City Of Mississauga, Projects 19-1310F And 19-2300B",,Construction,RFT,2019-033T,02-Apr,2020,2708268 ont inc O/A Nelli Construction614128 Ontario Ltd o/a Trisan Construction       DIG-CON INTERNATIONAL LIMITED         Drainstar Contracting Ltd       Lancorp Construction Co Ltd.     London Excavators & Trucking Ltd          Pacific Paving Limited.         Rymall Construction Inc.     Sterling Ridge Infrastructure Inc
5068,Peel Region,"Watermain And Sanitary Sewer Replacements On Skeby Road And Carter Drive, City Of Brampton, Projects 18-1340I And 18-2300B",,Construction,RFT,2019-025T,15-Mar,2019,1942537 ONTARIO LTD.  DIG-CON INTERNATIONAL LIMITED    Drainstar Contracting Ltd      Gio Contracting Inc.  Lancorp Construction Co Ltd.London Excavators & Trucking Ltd    Rymall Construction Inc.   Sam Rabito Construction Ltd  Tectonic Infrastructure Inc.         Timbel Limited         Vics Group Inc
5069,Peel Region,"Watermain And Storm Sewer Replacements On Rhonda Valley And Acala Crescent, Assignment D2, City Of Mississauga, Project 18-1310",,Construction,RFT,2018-656T,07-Feb,2019,1942537 ONTARIO LTD.     D.L.S. Enterprise Inc.    DESO Construction Limited  DIG-CON INTERNATIONAL LIMITED   Hard Rock Sewer & Watermain  Lancorp Construction Co Ltd.London Excavators & Trucking Ltd      MGI Construction Corp        New-Alliance Ltd    Rockwell Site Works Inc.    Rymall Construction Inc.   Sam Rabito Construction Ltd         Timbel Limited
5070,Peel Region,"Watermain Installation On Burnhamthorpe Road West, Assignment B, City Of Mississauga, Project 14-1346",,Construction,RFT,2018-011T,04-May,2018,Alwahesh Contracting Inc.        Sam Rabito Construction Ltd614128 Ontario Ltd o/a Trisan Construction           JCR Contracting Ltd.     London Excavators & Trucking Ltd        F.C.M. Construction Limited              Vics Group Inc       DIG-CON INTERNATIONAL LIMITED         Nabolsy Contracting Inc.       Lancorp Construction Co Ltd.          Moretti Excavating Ltd   LAKESIDE CONTRACTING COMPANY LIMITED          DIRECT Underground Inc.           STATICONS CANADA INC.         Rymall Construction Inc.         Drainstar Contracting Ltd
5071,Peel Region,"Watermain Installation On Coleraine Drive, Town Of Caledon, Project 17-1192",,Construction,RFT,2019-003T,26-Jun,2019,614128 Ontario Ltd o/a Trisan Construction            Comer Group Limited       DIG-CON INTERNATIONAL LIMITED      Dom-Meridian Construction Ltd.         Drainstar Contracting Ltd          JC Infrastructure Ltd.         KAPP Infrastructure Inc.       Lancorp Construction Co Ltd.     London Excavators & Trucking Ltd         Machina Construction Ltd.         Rymall Construction Inc.        Tedescon Infrastructure Ltd      Varcon Construction Corporation
5072,Peel Region,"Watermain Installation On King Street, Town Of Caledon, Project 16-1370A",,Construction,RFT,2019-062T,29-Mar,2019,1942537 ONTARIO LTD.   DIG-CON INTERNATIONAL LIMITEDFour Seasons Site Development Ltd.   Lancorp Construction Co Ltd. London Excavators & Trucking Ltd       MGI Construction Corp         New-Alliance Ltd     Rockwell Site Works Inc.     Rymall Construction Inc.    Sam Rabito Construction Ltd   Tectonic Infrastructure Inc.
5073,Peel Region,"Watermain Installation, Replacement And Relocations On Mayfield Road And Mcvean Drive, City Of Brampton, Projects 11-4075, 14-1164 And 14-1165",,Construction,RFT,2019-021T,07-Aug,2019,614128 Ontario Ltd o/a Trisan Construction      Dom-Meridian Construction Ltd.          JC Infrastructure Ltd.         KAPP Infrastructure Inc.       Lancorp Construction Co Ltd.     London Excavators & Trucking Ltd         Machina Construction Ltd.         Rymall Construction Inc.        Sam Rabito Construction Ltd        Tedescon Infrastructure Ltd
5074,Peel Region,"Watermain Installation, Replacement And Relocations On Mayfield Road And The Gore Road, City Of Brampton, Projects 11-4075, 13-4065, 14-1165, 16-1167 And 16-1177",,Construction,RFT,2020-152T,27-Oct,2020,614128 Ontario Ltd o/a Trisan Construction        Clearway Construction Inc.       DIG-CON INTERNATIONAL LIMITED      Dom-Meridian Construction Ltd.   D'Orazio Infrastructure Group Limited         Drainstar Contracting Ltd    Four Seasons Site Development Ltd.         KAPP Infrastructure Inc.     London Excavators & Trucking Ltd     Memme Excavation Company Limited             New-Alliance Ltd       Pachino Construction Co. Ltd.          Pacific Paving Limited.         Rymall Construction Inc.      Varcon Construction Corporation
5075,Peel Region,"Watermain Looping On Chesbro Court, Assignment A, City Of Mississauga, Project 19-1310",,Construction,RFT,2019-177T,14-May,2019,614128 Ontario Ltd o/a Trisan Construction       DIG-CON INTERNATIONAL LIMITED       Lancorp Construction Co Ltd.     London Excavators & Trucking Ltd         Rockwell Site Works Inc.         Rymall Construction Inc.        Sam Rabito Construction Ltd              Timbel Limited             Wm Groves Limited
5076,Peel Region,"Watermain Looping On Poets Walk And Velebit Court, City Of Mississauga, Project 20-1310",,Construction,RFT,2020-064T,08-Apr,2020,2708268 ont inc O/A Nelli Construction A. vanEgmond Construction (2005) Ltd        Arenes Construction Ltd        D.L.S. Enterprise Inc.     DIG-CON INTERNATIONAL LIMITED         Gio Contracting Inc.     Lancorp Construction Co Ltd.   London Excavators & Trucking Ltd          Pennorth Group Ltd.       Rymall Construction Inc.      Sam Rabito Construction Ltd            Vics Group Inc
5077,Peel Region,"Watermain On Treviso Court And Terry Fox Way, City Of Mississauga, Assignment F, Project 18-1310",,Construction,RFT,2018-415T,05-Jul,2018,Sandy Scamurra Contracting LTD       Moretti Excavating Ltd           Vics Group Inc    Lancorp Construction Co Ltd.LAKESIDE CONTRACTING COMPANY LIMITED     Sam Rabito Construction Ltd      Rymall Construction Inc.   GROUND BREAKERS CONTRACTING LTD    DIG-CON INTERNATIONAL LIMITED      Rockwell Site Works Inc.
5078,Peel Region,"Watermain Repairs On Winston Churchill Blvd And Dundas Street West, City Of Mississauga, Project 17-1300",,Construction,RFT,2018-025T,09-Feb,2018,DIG-CON INTERNATIONAL LIMITED614128 Ontario Ltd o/a Trisan Construction          Moretti Excavating Ltd         Rymall Construction Inc.      Varcon Construction Corporation     London Excavators & Trucking Ltd       Lancorp Construction Co Ltd.
5079,Peel Region,"Watermain Replacement Barbertown Road, Durie Road, Carolyn Road, Drenkelly Court, Kildare Court, City Of Mississauga, Project 19-1310E",,Construction,RFT,2019-042T,18-Oct,2019,614128 Ontario Ltd o/a Trisan Construction           CRCE Construction Ltd          D.L.S. Enterprise Inc.       DIG-CON INTERNATIONAL LIMITED           JCR Contracting Ltd.         KAPP Infrastructure Inc.       Lancorp Construction Co Ltd.     London Excavators & Trucking Ltd         Nabolsy Contracting Inc.         Rymall Construction Inc.        Sam Rabito Construction Ltd       Tectonic Infrastructure Inc.
5080,Peel Region,"Watermain Replacement In Applewood Heights, Assignment H, City Of Mississauga, Project 16-1310",,Construction,RFT,2018-153T,03-Apr,2018,DIRECT Underground Inc.       DIG-CON INTERNATIONAL LIMITED              Vics Group Inc        F.C.M. Construction Limited           JCR Contracting Ltd.     London Excavators & Trucking Ltd        Sam Rabito Construction Ltd          Kenco Construction Ltd.   LAKESIDE CONTRACTING COMPANY LIMITED         CG Construction Servoces         Rymall Construction Inc.         Nabolsy Contracting Inc.614128 Ontario Ltd o/a Trisan Construction       Lancorp Construction Co Ltd.
5081,Peel Region,"Watermain Replacement In Credit Woodlands, Assignment E, City Of Mississauga, Project 17-1310E",,Construction,RFT,2018-012T,26-Feb,2018,614128 Ontario Ltd o/a Trisan Construction       Lancorp Construction Co Ltd.        Sam Rabito Construction Ltd         Alwahesh Contracting Inc.        F.C.M. Construction Limited     London Excavators & Trucking Ltd   LAKESIDE CONTRACTING COMPANY LIMITED              Vics Group Inc          DIRECT Underground Inc.         Nabolsy Contracting Inc.         Rymall Construction Inc.
5082,Peel Region,"Watermain Replacement In Mississauga Valley, Assignment G, City Of Mississauga, Project 16-1310",,Construction,RFT,2018-155T,10-May,2018,LAKESIDE CONTRACTING COMPANY LIMITED     Sam Rabito Construction Ltd      Rymall Construction Inc.  London Excavators & Trucking Ltd           Vics Group Inc          New-Alliance Ltd     PAVE-TAR CONSTRUCTION LTD.    DIG-CON INTERNATIONAL LIMITED
5083,Peel Region,"Watermain Replacement In Southwest Mississauga On Multiple Streets, Assignment G, Projects 19-1310 And 13-1347",,Construction,RFT,2019-072T,28-Jan,2020,614128 Ontario Ltd o/a Trisan Construction          DIRECT Underground Inc.           JCR Contracting Ltd.       Lancorp Construction Co Ltd.     London Excavators & Trucking Ltd         Machina Construction Ltd.         Rymall Construction Inc.        Sam Rabito Construction Ltd              Vics Group Inc
5084,Peel Region,"Watermain Replacement In Southwest Mississauga, Assignment B, City Of Mississauga, Project 13-1347",,Construction,RFT,2018-135T,31-Jul,2018,Tedescon Infrastructure Ltd        Moretti Excavating Ltd   London Excavators & Trucking Ltd               EBC inc.    Dom-Meridian Construction Ltd.           New-Alliance Ltd   Memme Excavation Company LimitedD'Orazio Infrastructure Group Limited       KAPP Infrastructure Inc.    Pachino Construction Co. Ltd.      Drainstar Contracting Ltd
5085,Peel Region,"Watermain Replacement In Southwest Mississauga, Assignment C, Project 13-1347",,Construction,RFT,2018-136T,18-May,2018,London Excavators & Trucking Ltd          Moretti Excavating Ltd   LAKESIDE CONTRACTING COMPANY LIMITED        Tedescon Infrastructure Ltd        F.C.M. Construction Limited                 EBC inc.             New-Alliance Ltd        Sam Rabito Construction Ltd614128 Ontario Ltd o/a Trisan Construction       Pachino Construction Co. Ltd.         Rymall Construction Inc.      Dom-Meridian Construction Ltd.       DIG-CON INTERNATIONAL LIMITED         Drainstar Contracting Ltd
5086,Peel Region,"Watermain Replacement On Bough Beeches Boulevard And Claypine Rise, Assignment C, City Of Mississauga, Project 15-1345",,Construction,RFT,2019-055T,08-Aug,2019,DIG-CON INTERNATIONAL LIMITED  Lancorp Construction Co Ltd.London Excavators & Trucking Ltd    Rymall Construction Inc.   Sam Rabito Construction Ltd
5087,Peel Region,"Watermain Replacement On Bramalea Road And East Drive, Assignment G, City Of Brampton, Project 16-1340",,Construction,RFT,2018-004T,21-Mar,2018,Lancorp Construction Co Ltd.         Rymall Construction Inc.       DIG-CON INTERNATIONAL LIMITED              Vics Group Inc       Tectonic Infrastructure Inc.614128 Ontario Ltd o/a Trisan Construction          Moretti Excavating Ltd            Comer Group Limited          DIRECT Underground Inc.   LAKESIDE CONTRACTING COMPANY LIMITED     London Excavators & Trucking Ltd
5088,Peel Region,"Watermain Replacement On Codlin Avenue And Newbound Court, City Of Mississauga, Project 18-1310J",,Construction,RFT,2018-661T,11-Dec,2018,1942537 ONTARIO LTD.    Alwahesh Contracting Inc.     D.L.S. Enterprise Inc.     FDM Contracting Co Ltd  Lancorp Construction Co Ltd.London Excavators & Trucking Ltd        New-Alliance Ltd    Rockwell Site Works Inc.    Rymall Construction Inc.   Sam Rabito Construction Ltd Sandy Scamurra Contracting LTD         Vics Group Inc
5089,Peel Region,"Watermain Replacement On Consulate Road, President Boulevard, Paisley Boulevard West, Whaley Drive, City Of Mississauga, Project 19-1310J",,Construction,RFT,2019-044T,02-Jan,2020,614128 Ontario Ltd o/a Trisan Construction       DIG-CON INTERNATIONAL LIMITED          DIRECT Underground Inc.      Dom-Meridian Construction Ltd.       Lancorp Construction Co Ltd.     London Excavators & Trucking Ltd     Memme Excavation Company Limited            Pennorth Group Ltd.         Rymall Construction Inc.        Sam Rabito Construction Ltd              Vics Group Inc
5090,Peel Region,"Watermain Replacement On Eglinton Avenue East, From Sorrento Drive To Hurontario Street, City Of Mississauga, Project 20-1129",,Construction,RFT,2020-673T,20-Jan,2021,2708268 ont inc O/A Nelli Construction        Alwahesh Contracting Inc.       Amico Infrastructures Inc.Blackstone Paving & Construction Limited           Comer Group Limited      DIG-CON INTERNATIONAL LIMITED        Drainstar Contracting Ltd       F.C.M. Construction Limited   Four Seasons Site Development Ltd.      Lancorp Construction Co Ltd.    London Excavators & Trucking Ltd        Machina Construction Ltd.      Neptune Security Services Inc        Rymall Construction Inc.       Sam Rabito Construction Ltd       Tedescon Infrastructure Ltd             Vics Group Inc         Wyndale Paving Co. Ltd
5091,Peel Region,"Watermain Replacement On Elmbank Road, City Of Mississauga, Project 18-1311",,Construction,RFT,2018-137T,21-Mar,2018,CG Construction Servoces         Nabolsy Contracting Inc.       Lancorp Construction Co Ltd.       DIG-CON INTERNATIONAL LIMITED        F.C.M. Construction Limited              Vics Group Inc        Sam Rabito Construction Ltd          DIRECT Underground Inc.614128 Ontario Ltd o/a Trisan Construction          Moretti Excavating Ltd        Tedescon Infrastructure Ltd     London Excavators & Trucking Ltd         Rymall Construction Inc.   LAKESIDE CONTRACTING COMPANY LIMITED
5092,Peel Region,"Watermain Replacement On Erin Mills - Phase 1, City Of Mississauga, Project 20-1310I",,Construction,RFT,2020-119T,09-Sep,2020,2708268 ont inc O/A Nelli Construction614128 Ontario Ltd o/a Trisan Construction           CRCE Construction Ltd          D.L.S. Enterprise Inc.       DIG-CON INTERNATIONAL LIMITED          DIRECT Underground Inc.         Drainstar Contracting Ltd           Gio Contracting Inc.       Lancorp Construction Co Ltd.     London Excavators & Trucking Ltd         N.S.J WaterWorX Group LTD         Rockwell Site Works Inc.         Rymall Construction Inc.        Sam Rabito Construction Ltd              Timbel Limited              Vics Group Inc
5093,Peel Region,"Watermain Replacement On Flitter Court, Sunflower Drive, Treetop Crescent And Treetop Court, Assignment I, City Of Mississauga, Project 20-1310",,Construction,RFT,2021-049T,22-Feb,2021,2708268 ont inc O/A Nelli Construction        D.L.S. Enterprise Inc.     DIG-CON INTERNATIONAL LIMITED      F.C.M. Construction Limited         Gio Contracting Inc.    GROUND BREAKERS CONTRACTING LTD LAKESIDE CONTRACTING COMPANY LIMITED   London Excavators & Trucking Ltd       N.S.J WaterWorX Group LTD          Pennorth Group Ltd.       Rymall Construction Inc.      Sam Rabito Construction Ltd   Sterling Ridge Infrastructure Inc            Timbel Limited            Vics Group Inc        Wyndale Paving Co. Ltd
5094,Peel Region,"Watermain Replacement On Glen Erin Drive And Inlake Court, City Of Mississauga, Assignment H, Project 14-1346",,Construction,RFT,2020-121T,20-Jan,2021,2708268 ont inc O/A Nelli Construction614128 Ontario Ltd o/a Trisan Construction         Alwahesh Contracting Inc. Blackstone Paving & Construction Limited            Comer Group Limited       DIG-CON INTERNATIONAL LIMITED         Drainstar Contracting Ltd        F.C.M. Construction Limited    Four Seasons Site Development Ltd.      GROUND BREAKERS CONTRACTING LTD       Lancorp Construction Co Ltd.     London Excavators & Trucking Ltd         Machina Construction Ltd.       Neptune Security Services Inc             New-Alliance Ltd         Rymall Construction Inc.        Sam Rabito Construction Ltd        Tedescon Infrastructure Ltd      Varcon Construction Corporation
5095,Peel Region,"Watermain Replacement On Hanson Road And Edenhurst Drive,  City Of Mississauga, Assignment F1, Project 16-1310",,Construction,RFT,2018-121T,23-Apr,2018,London Excavators & Trucking Ltd     F.C.M. Construction Limited       Moretti Excavating Ltd     Sam Rabito Construction LtdLAKESIDE CONTRACTING COMPANY LIMITED    Lancorp Construction Co Ltd.      Rymall Construction Inc.     Tedescon Infrastructure Ltd           Vics Group Inc    DIG-CON INTERNATIONAL LIMITED
5096,Peel Region,"Watermain Replacement On Harold Street, City Of Brampton, Assignment H, Project 18-1340",,Construction,RFT,2018-484T,07-Mar,2019,1942537 ONTARIO LTD.  DIG-CON INTERNATIONAL LIMITED  Lancorp Construction Co Ltd.London Excavators & Trucking Ltd        New-Alliance Ltd    Rockwell Site Works Inc.    Rymall Construction Inc.   Sam Rabito Construction Ltd Sandy Scamurra Contracting LTD  Tectonic Infrastructure Inc.         Timbel Limited
